CourseCode,courseTitle,course Credit,Section,Faculty,CourseTime,Room,Seat Capacity
CEE310,Quantity Survey and Cost Analysis,3,1,AMW,MW 09:40 AM - 11:10 AM,NAC509,40
CEE310,Quantity Survey and Cost Analysis,3,2,AMW,MW 11:20 AM - 12:50 PM,NAC509,40
CEE310,Quantity Survey and Cost Analysis,3,3,TTA,ST 02:40 PM - 04:10 PM,NAC508,40
CEE330,Structural Analysis and Design-I,3,1,Mfq,MW 09:40 AM - 11:10 AM,OAT602,60
CEE331,Structural Analysis and Design-II,3,1,TMY,ST 08:00 AM - 09:30 AM,SAC304,40
CEE331,Structural Analysis and Design-II,3,2,TMY,ST 09:40 AM - 11:10 AM,NAC604,40
CEE335,Reinforced Concrete Design I,3,1,Nzu,MW 02:40 PM - 04:10 PM,OAT602,60
CEE340,Advanced Foundation Engineering,3,1,MMS4,MW 01:00 PM - 02:30 PM,SAC313,40
CEE340,Advanced Foundation Engineering,3,2,MMS4,MW 02:40 PM - 04:10 PM,SAC313,40
CEE350,Traffic Analysis and Design,3,1,Sbc,MW 08:00 AM - 09:30 AM,SAC304,40
CEE360,Open-Channel Hydraulics,3,1,Sji,MW 11:20 AM - 12:50 PM,SAC304,40
CEE360,Open-Channel Hydraulics,3,2,Sji,MW 01:00 PM - 02:30 PM,SAC304,40
CEE360L,Open-Channel Hydraulics Lab,1,1,AMW,S 02:40 PM - 05:50 PM,B118,25
CEE370,Water Supply and Treatment,3,1,AMW,ST 09:40 AM - 11:10 AM,NAC509,40
CEE370,Water Supply and Treatment,3,2,TBA,ST 08:00 AM - 09:30 AM,SAC207,40
CEE371L,Environmental Engineering Lab. II,1,1,TTA,R 11:20 AM - 02:30 PM,B115,25
CEE373,Sanitation and Wastewater Engineering,3,1,AMW,ST 11:20 AM - 12:50 PM,NAC509,40
CEE373L,Sanitation and Wastewater Engineering Lab,1,1,TBA,R 11:20 AM - 02:30 PM,LAB1,25
CEE415,Socio-economic Aspects of Development Projects,3,1,Sbc,MW 09:40 AM - 11:10 AM,SAC304,40
CEE430,"Reinforced Concrete Design, II",3,1,Nzu,ST 02:40 PM - 04:10 PM,SAC304,40
CEE430,"Reinforced Concrete Design, II",3,2,TMY,ST 01:00 PM - 02:30 PM,SAC313,40
CEE431,Introduction to Structural Dynamics,3,1,TMY,ST 02:40 PM - 04:10 PM,SAC207,40
CEE435,Prestressed Concrete,3,1,NLM,R 08:00 AM - 11:10 AM,SAC207,40
CEE460,Groundwater Hydraulics,3,1,Nmr,ST 11:20 AM - 12:50 PM,SAC313,40
CEE470,Solid & Hazardous Waste Management,3,1,TBA,MW 08:00 AM - 09:30 AM,SAC207,40
CEE475,Water Resources and Environmental Modeling,3,1,Sji,MW 04:20 PM - 05:50 PM,SAC313,40
CHE101,General Chemistry,3,1,FZD,ST 04:20 PM - 05:50 PM,SAC402,0
CHE101,General Chemistry,3,2,MKR,MW 08:00 AM - 09:30 AM,SAC316,0
CHE101,General Chemistry,3,3,MKR,MW 09:40 AM - 11:10 AM,NAC620,0
CHE101,General Chemistry,3,4,MKR,MW 01:00 PM - 02:30 PM,SAC207,0
CHE101,General Chemistry,3,5,Mar-05,RA 01:00 PM - 02:30 PM,NAC301,0
CHE101,General Chemistry,3,6,SOH,MW 04:20 PM - 05:50 PM,SAC405,0
CHE101,General Chemistry,3,7,SOH,MW 06:00 PM - 07:30 PM,SAC207,40
CHE101,General Chemistry,3,8,FZD,MW 04:20 PM - 05:50 PM,SAC402,0
CHE101,General Chemistry,3,9,ABI,RA 08:00 AM - 09:30 AM,SAC404,40
CHE101,General Chemistry,3,11,MAZM,RA 09:40 AM - 11:10 AM,SAC401,40
CHE101,General Chemistry,3,12,MAZM,RA 11:20 AM - 12:50 PM,SAC402,40
CHE101,General Chemistry,3,13,ABI,RA 11:20 AM - 12:50 PM,SAC403,0
CHE101,General Chemistry,3,14,AYS,RA 11:20 AM - 12:50 PM,SAC406,0
CHE101,General Chemistry,3,15,SNHT,RA 11:20 AM - 12:50 PM,SAC407,0
CHE101,General Chemistry,3,16,MTN2,RA 11:20 AM - 12:50 PM,SAC316,0
CHE101,General Chemistry,3,17,MASM,RA 11:20 AM - 12:50 PM,NAC507,40
CHE101,General Chemistry,3,18,ABI,RA 01:00 PM - 02:30 PM,SAC405,0
CHE101,General Chemistry,3,19,MMR3,RA 01:00 PM - 02:30 PM,SAC406,40
CHE101,General Chemistry,3,20,MAZM,RA 01:00 PM - 02:30 PM,SAC316,0
CHE101,General Chemistry,3,21,MTN2,RA 01:00 PM - 02:30 PM,SAC511,0
CHE101,General Chemistry,3,23,MASM,RA 02:40 PM - 04:10 PM,SAC401,40
CHE101,General Chemistry,3,24,MMR3,RA 04:20 PM - 05:50 PM,SAC402,40
CHE101,General Chemistry,3,25,MASM,RA 04:20 PM - 05:50 PM,SAC403,40
CHE101,General Chemistry,3,26,MTN2,RA 04:20 PM - 05:50 PM,SAC316,0
CHE101,General Chemistry,3,27,Mar-05,RA 06:00 PM - 07:30 PM,SAC201,0
CHE101,General Chemistry,3,28,MMR3,RA 06:00 PM - 07:30 PM,NAC301,40
CHE101,General Chemistry,3,29,SQU,RA 02:40 PM - 04:10 PM,SAC802,40
CHE101,General Chemistry,3,30,SQU,RA 04:20 PM - 05:50 PM,SAC802,40
CHE101,General Chemistry,3,31,LTB,RA 11:20 AM - 12:50 PM,NAC301,40
CHE101,General Chemistry,3,32,LTB,RA 02:40 PM - 04:10 PM,SAC403,0
CHE101,General Chemistry,3,33,LTB,RA 04:20 PM - 05:50 PM,SAC405,0
CHE101,General Chemistry,3,34,MBMD,RA 02:40 PM - 04:10 PM,SAC201,0
CHE101,General Chemistry,3,35,LIZN,ST 09:40 AM - 11:10 AM,SAC305,0
CHE101,General Chemistry,3,36,LIZN,ST 11:20 AM - 12:50 PM,SAC306,0
CHE101,General Chemistry,3,37,LIZN,MW 08:00 AM - 09:30 AM,SAC305,0
CHE101,General Chemistry,3,38,TBA,ST 08:00 AM - 09:30 AM,SAC306,0
CHE101,General Chemistry,3,39,TBA,ST 01:00 PM - 02:30 PM,SAC306,0
CHE101,General Chemistry,3,40,TBA,MW 04:20 PM - 05:50 PM,SAC309,0
CHE101,General Chemistry,3,41,BUN,RA 02:40 PM - 04:10 PM,NAC301,0
CHE101,General Chemistry,3,42,TBA,ST 08:00 AM - 09:30 AM,SAC401,0
CHE101,General Chemistry,3,43,TBA,ST 04:20 PM - 05:50 PM,SAC802,0
CHE101,General Chemistry,3,44,TBA,MW 08:00 AM - 09:30 AM,SAC802,0
CHE101,General Chemistry,3,45,TBA,MW 04:20 PM - 05:50 PM,SAC802,0
CHE101,General Chemistry,3,46,SOH,MW 01:00 PM - 02:30 PM,LIB601,0
CHE101L,General Chemistry Lab,1,1,MH1,T 02:40 PM - 05:40 PM,SAC409,10
CHE101L,General Chemistry Lab,1,2,MH1,T 02:40 PM - 05:40 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,3,MH1,W 02:40 PM - 05:40 PM,SAC409,10
CHE101L,General Chemistry Lab,1,4,MH1,W 02:40 PM - 05:40 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,5,HML,S 08:00 AM - 11:00 AM,SAC409,20
CHE101L,General Chemistry Lab,1,6,HML,S 08:00 AM - 11:00 AM,SAC409_V,20
CHE101L,General Chemistry Lab,1,7,FZD,S 11:20 AM - 02:20 PM,SAC409,10
CHE101L,General Chemistry Lab,1,8,FZD,S 11:20 AM - 02:20 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,9,MH1,S 02:40 PM - 05:40 PM,SAC409,10
CHE101L,General Chemistry Lab,1,10,MH1,S 02:40 PM - 05:40 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,11,KFR,M 11:20 AM - 02:20 PM,SAC409,10
CHE101L,General Chemistry Lab,1,12,HML,T 08:00 AM - 11:00 AM,SAC409,10
CHE101L,General Chemistry Lab,1,13,HML,T 08:00 AM - 11:00 AM,SAC409_V,20
CHE101L,General Chemistry Lab,1,14,FZD,T 11:20 AM - 02:20 PM,SAC409,10
CHE101L,General Chemistry Lab,1,15,KFR,W 11:20 AM - 02:20 PM,SAC409,10
CHE101L,General Chemistry Lab,1,16,KFR,W 11:20 AM - 02:20 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,17,ADP,R 11:20 AM - 02:20 PM,SAC409,20
CHE101L,General Chemistry Lab,1,18,ADP,R 11:20 AM - 02:20 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,19,MAZM,A 08:00 AM - 11:00 AM,SAC409,10
CHE101L,General Chemistry Lab,1,20,MAZM,A 08:00 AM - 11:00 AM,SAC409_V,20
CHE101L,General Chemistry Lab,1,21,PYN,A 11:20 AM - 02:20 PM,SAC409,10
CHE101L,General Chemistry Lab,1,22,PYN,A 11:20 AM - 02:20 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,23,PYN,A 02:40 PM - 05:40 PM,SAC409,10
CHE101L,General Chemistry Lab,1,24,PYN,A 02:40 PM - 05:40 PM,SAC409_V,20
CHE101L,General Chemistry Lab,1,25,MH1,M 02:40 PM - 05:40 PM,SAC415B_V,20
CHE101L,General Chemistry Lab,1,26,MH1,R 11:20 AM - 02:20 PM,SAC415B,10
CHE101L,General Chemistry Lab,1,27,MH1,R 11:20 AM - 02:20 PM,SAC415B_V,20
CHE101L,General Chemistry Lab,1,28,PYN,A 08:00 AM - 11:00 AM,SAC415B_V,20
CHE101L,General Chemistry Lab,1,29,SDL,M 02:40 PM - 05:40 PM,SAC409,0
CHE101L,General Chemistry Lab,1,30,SDL,M 02:40 PM - 05:40 PM,SAC409_V,0
CHE101L,General Chemistry Lab,1,31,SDL,W 02:40 PM - 05:40 PM,SAC415B,0
CHE101L,General Chemistry Lab,1,32,SMD1,T 08:00 AM - 11:00 AM,SAC415B_V,10
CHE101L,General Chemistry Lab,1,33,SMD1,T 11:20 AM - 02:20 PM,SAC415B,20
CHE101L,General Chemistry Lab,1,34,PYN,A 08:00 AM - 11:00 AM,SAC415B,20
CHE201,Biophysical Chemistry,3,1,ADP,MW 09:40 AM - 11:10 AM,NAC301,40
CHE201,Biophysical Chemistry,3,2,ADP,MW 01:00 PM - 02:30 PM,NAC301,40
CHE201,Biophysical Chemistry,3,3,ADP,MW 02:40 PM - 04:10 PM,SAC403,40
CHE201,Biophysical Chemistry,3,4,ADP,RA 08:00 AM - 09:30 AM,SAC407,40
CHE201,Biophysical Chemistry,3,5,ADP,RA 09:40 AM - 11:10 AM,SAC407,40
CHE201,Biophysical Chemistry,3,6,OFK,RA 01:00 PM - 02:30 PM,NAC993,40
CHE201,Biophysical Chemistry,3,7,NRO,RA 11:20 AM - 12:50 PM,SAC405,40
CHE201,Biophysical Chemistry,3,8,SNHT,RA 01:00 PM - 02:30 PM,SAC407,40
CHE201,Biophysical Chemistry,3,9,SNHT,RA 04:20 PM - 05:50 PM,SAC406,40
CHE201,Biophysical Chemistry,3,10,OFK,RA 08:00 AM - 09:30 AM,SAC406,40
CHE201,Biophysical Chemistry,3,11,OFK,RA 11:20 AM - 12:50 PM,SAC401,40
CHE202,Bio-Organic Chemistry,3,1,MIO,ST 08:00 AM - 09:30 AM,SAC406,40
CHE202,Bio-Organic Chemistry,3,2,MIO,ST 01:00 PM - 02:30 PM,SAC511,40
CHE202,Bio-Organic Chemistry,3,3,TSHQ,ST 09:40 AM - 11:10 AM,SAC802,40
CHE202,Bio-Organic Chemistry,3,4,TSHQ,ST 11:20 AM - 12:50 PM,NAC301,40
CHE202,Bio-Organic Chemistry,3,5,MIO,MW 08:00 AM - 09:30 AM,SAC403,40
CHE202,Bio-Organic Chemistry,3,6,MKUN,MW 08:00 AM - 09:30 AM,SAC406,40
CHE202,Bio-Organic Chemistry,3,7,MKUN,MW 09:40 AM - 11:10 AM,SAC201,40
CHE202,Bio-Organic Chemistry,3,8,AYS,RA 02:40 PM - 04:10 PM,SAC406,40
CHE202,Bio-Organic Chemistry,3,10,AYS,RA 09:40 AM - 11:10 AM,SAC406,40
CHE202L,Bio-Organic Chemistry Lab,1,1,MKUN,W 11:20 AM - 02:20 PM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,2,MKUN,W 11:20 AM - 02:20 PM,SAC415B_V,20
CHE202L,Bio-Organic Chemistry Lab,1,3,MIO,T 02:40 PM - 05:40 PM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,4,MIO,T 02:40 PM - 05:40 PM,SAC415B_V,20
CHE202L,Bio-Organic Chemistry Lab,1,5,NRO,R 02:40 PM - 05:40 PM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,6,NRO,R 02:40 PM - 05:40 PM,SAC415B_V,20
CHE202L,Bio-Organic Chemistry Lab,1,7,NRO,A 02:40 PM - 05:40 PM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,8,THN,S 08:00 AM - 11:00 AM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,9,THN,S 08:00 AM - 11:00 AM,SAC415B_V,20
CHE202L,Bio-Organic Chemistry Lab,1,10,THN,M 08:00 AM - 11:00 AM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,11,THN,T 08:00 AM - 11:00 AM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,12,TSHQ,A 11:20 AM - 02:20 PM,SAC415B,20
CHE202L,Bio-Organic Chemistry Lab,1,13,TSHQ,A 11:20 AM - 02:20 PM,SAC415B_V,20
CHE203,Chemistry of Biomolecules,3,1,MKUN,ST 08:00 AM - 09:30 AM,SAC405,40
CHE203,Chemistry of Biomolecules,3,2,MKUN,ST 02:40 PM - 04:10 PM,SAC405,40
CHE203,Chemistry of Biomolecules,3,3,MIO,MW 01:00 PM - 02:30 PM,NAC993,40
CHE203,Chemistry of Biomolecules,3,4,Mar-05,RA 02:40 PM - 04:10 PM,SAC316,40
CHE203L,Chemistry of Biomolecules Lab,1,1,MKUN,S 11:20 AM - 02:20 PM,SAC415B,20
CHE203L,Chemistry of Biomolecules Lab,1,2,MKUN,S 11:20 AM - 02:20 PM,SAC415B_V,20
CHE203L,Chemistry of Biomolecules Lab,1,3,MIO,S 02:40 PM - 05:40 PM,SAC415B,20
CHE203L,Chemistry of Biomolecules Lab,1,4,MIO,S 02:40 PM - 05:40 PM,SAC415B_V,20
CHE203L,Chemistry of Biomolecules Lab,1,5,MKUN,M 11:20 AM - 02:20 PM,SAC415B,20
CHE203L,Chemistry of Biomolecules Lab,1,6,MKUN,M 11:20 AM - 02:20 PM,SAC415B_V,20
CHN101,Introduction to Chinese Language & Culture,3,1,Rbt,MW 02:40 PM - 04:10 PM,NAC508,40
CHN101,Introduction to Chinese Language & Culture,3,2,Rbt,MW 04:20 PM - 05:50 PM,NAC314,40
CHN101,Introduction to Chinese Language & Culture,3,3,TBA,RA 09:40 AM - 11:10 AM,NAC311,40
CHN101,Introduction to Chinese Language & Culture,3,4,AzH1,RA 11:20 AM - 12:50 PM,NAC214,40
CHN101,Introduction to Chinese Language & Culture,3,5,AzH1,RA 01:00 PM - 02:30 PM,NAC214,40
CHN101,Introduction to Chinese Language & Culture,3,6,TBA,RA 01:00 PM - 02:30 PM,NAC415,40
CHN101,Introduction to Chinese Language & Culture,3,7,TBA,RA 02:40 PM - 04:10 PM,NAC311,40
CHN201,Intermediate Chinese,3,1,Rbt,ST 02:40 PM - 04:10 PM,NAC211,40
CHN201,Intermediate Chinese,3,2,Rbt,ST 04:20 PM - 05:50 PM,NAC313,40
CHN201,Intermediate Chinese,3,3,AzH1,RA 08:00 AM - 09:30 AM,NAC514,40
CSE115,Programming Language I,3,1,NvA,ST 08:00 AM - 09:30 AM,SAC308,0
CSE115,Programming Language I,3,2,NvA,MW 09:40 AM - 11:10 AM,SAC308,0
CSE115,Programming Language I,3,3,RjP,ST 09:40 AM - 11:10 AM,SAC310,0
CSE115,Programming Language I,3,4,MSRb,MW 02:40 PM - 04:10 PM,SAC206,0
CSE115,Programming Language I,3,5,MLD,MW 01:00 PM - 02:30 PM,SAC205,0
CSE115,Programming Language I,3,6,MLD,ST 01:00 PM - 02:30 PM,SAC205,0
CSE115,Programming Language I,3,7,MLE,MW 01:00 PM - 02:30 PM,SAC511,0
CSE115,Programming Language I,3,8,MLE,MW 09:40 AM - 11:10 AM,SAC209,0
CSE115,Programming Language I,3,9,HSM,RA 01:00 PM - 02:30 PM,NAC990,0
CSE115,Programming Language I,3,10,TnS1,ST 02:40 PM - 04:10 PM,SAC209,0
CSE115,Programming Language I,3,11,TnS1,RA 02:40 PM - 04:10 PM,SAC511,0
CSE115,Programming Language I,3,13,RIH,MW 01:00 PM - 02:30 PM,SAC307,0
CSE115,Programming Language I,3,14,OISD,ST 01:00 PM - 02:30 PM,LIB610,1
CSE115,Programming Language I,3,15,AKR,RA 09:40 AM - 11:10 AM,SAC206,40
CSE115,Programming Language I,3,16,CFA,ST 08:00 AM - 09:30 AM,SAC204,40
CSE115,Programming Language I,3,18,MdSH,RA 01:00 PM - 02:30 PM,SAC206,40
CSE115,Programming Language I,3,19,MSDL,RA 02:40 PM - 04:10 PM,SAC513,40
CSE115L,Programming Language I Lab,1,1,NvA,ST 09:40 AM - 11:10 AM,LIB602,0
CSE115L,Programming Language I Lab,1,2,NvA,MW 08:00 AM - 09:30 AM,LIB602,0
CSE115L,Programming Language I Lab,1,3,RjP,ST 01:00 PM - 02:30 PM,LIB602,0
CSE115L,Programming Language I Lab,1,4,MSRb,MW 01:00 PM - 02:30 PM,LIB603,0
CSE115L,Programming Language I Lab,1,5,MLD,MW 11:20 AM - 12:50 PM,LIB609,0
CSE115L,Programming Language I Lab,1,6,MLD,ST 11:20 AM - 12:50 PM,LIB602,0
CSE115L,Programming Language I Lab,1,7,MLE,MW 02:40 PM - 04:10 PM,LIB609,0
CSE115L,Programming Language I Lab,1,8,MLE,ST 11:20 AM - 12:50 PM,LIB605,0
CSE115L,Programming Language I Lab,1,9,HSM,RA 02:40 PM - 04:10 PM,LIB603,0
CSE115L,Programming Language I Lab,1,10,TnS1,ST 04:20 PM - 05:50 PM,LIB603,0
CSE115L,Programming Language I Lab,1,11,TnS1,RA 04:20 PM - 05:50 PM,LIB603,0
CSE115L,Programming Language I Lab,1,12,MSDL,RA 11:20 AM - 12:50 PM,LIB605,0
CSE115L,Programming Language I Lab,1,13,RIH,MW 02:40 PM - 04:10 PM,LIB603,0
CSE115L,Programming Language I Lab,1,14,OISD,ST 04:20 PM - 05:50 PM,LIB611,1
CSE115L,Programming Language I Lab,1,15,AKR,RA 01:00 PM - 02:30 PM,LIB602,40
CSE115L,Programming Language I Lab,1,16,CFA,ST 11:20 AM - 12:50 PM,LIB603,40
CSE115L,Programming Language I Lab,1,17,CFA,ST 01:00 PM - 02:30 PM,LIB604,0
CSE115L,Programming Language I Lab,1,18,MdSH,RA 11:20 AM - 12:50 PM,LIB602,40
CSE115L,Programming Language I Lab,1,19,MSDL,RA 04:20 PM - 05:50 PM,LIB602,40
CSE173,Discrete Mathematics,3,1,SLE,MW 11:20 AM - 12:50 PM,SAC204,40
CSE173,Discrete Mathematics,3,2,MSK1,ST 11:20 AM - 12:50 PM,SAC209,40
CSE173,Discrete Mathematics,3,3,MSK1,ST 01:00 PM - 02:30 PM,SAC209,40
CSE173,Discrete Mathematics,3,4,SvA,ST 01:00 PM - 02:30 PM,SAC206,40
CSE173,Discrete Mathematics,3,5,SvA,ST 02:40 PM - 04:10 PM,SAC206,40
CSE173,Discrete Mathematics,3,6,ITN,RA 11:20 AM - 12:50 PM,SAC310,40
CSE173,Discrete Mathematics,3,8,AKR,RA 11:20 AM - 12:50 PM,SAC206,40
CSE173,Discrete Mathematics,3,9,SfT,RA 08:00 AM - 09:30 AM,SAC311,40
CSE173,Discrete Mathematics,3,10,SfT,RA 09:40 AM - 11:10 AM,SAC311,40
CSE173,Discrete Mathematics,3,11,ITN,RA 01:00 PM - 02:30 PM,SAC310,40
CSE215,Programming Language II,3,1,RRn,ST 11:20 AM - 12:50 PM,SAC511,40
CSE215,Programming Language II,3,2,RRn,MW 02:40 PM - 04:10 PM,SAC307,40
CSE215,Programming Language II,3,3,RjP,MW 09:40 AM - 11:10 AM,SAC310,40
CSE215,Programming Language II,3,4,SfR1,MW 09:40 AM - 11:10 AM,SAC210,40
CSE215,Programming Language II,3,6,RIH,ST 01:00 PM - 02:30 PM,NAC991,40
CSE215,Programming Language II,3,7,MUO,ST 01:00 PM - 02:30 PM,LIB611,1
CSE215,Programming Language II,3,8,MUO,ST 02:40 PM - 04:10 PM,LIB604,1
CSE215,Programming Language II,3,9,IAH,ST 08:00 AM - 09:30 AM,SAC210,40
CSE215,Programming Language II,3,10,IAH,ST 09:40 AM - 11:10 AM,NAC620,0
CSE215,Programming Language II,3,11,SvA,MW 01:00 PM - 02:30 PM,SAC801A,40
CSE215L,Programming Language II Lab,1,1,RRn,ST 02:40 PM - 04:10 PM,LIB602,40
CSE215L,Programming Language II Lab,1,2,RRn,MW 04:20 PM - 05:50 PM,LIB602,40
CSE215L,Programming Language II Lab,1,3,RjP,MW 01:00 PM - 02:30 PM,LIB602,40
CSE215L,Programming Language II Lab,1,4,SfR1,MW 08:00 AM - 09:30 AM,LIB603,40
CSE215L,Programming Language II Lab,1,6,RIH,ST 02:40 PM - 04:10 PM,LIB603,40
CSE215L,Programming Language II Lab,1,7,MUO,ST 08:00 AM - 09:30 AM,LIB607,1
CSE215L,Programming Language II Lab,1,8,MUO,ST 09:40 AM - 11:10 AM,LIB607,1
CSE215L,Programming Language II Lab,1,9,IAH,ST 01:00 PM - 02:30 PM,LIB603,40
CSE215L,Programming Language II Lab,1,10,IAH,ST 02:40 PM - 04:10 PM,LIB001,0
CSE215L,Programming Language II Lab,1,11,SvA,MW 11:20 AM - 12:50 PM,LIB602,40
CSE225,Data Structure & Algorithm,3,1,RjP,ST 11:20 AM - 12:50 PM,SAC310,40
CSE225,Data Structure & Algorithm,3,3,MUO,MW 04:20 PM - 05:50 PM,SAC206,3
CSE225,Data Structure & Algorithm,3,4,IqN,ST 01:00 PM - 02:30 PM,NAC620,0
CSE225,Data Structure & Algorithm,3,5,IQN,ST 11:20 AM - 12:50 PM,LIB611,1
CSE225,Data Structure & Algorithm,3,6,SAK1,RA 08:00 AM - 09:30 AM,SAC206,40
CSE225,Data Structure & Algorithm,3,7,SAK1,RA 09:40 AM - 11:10 AM,NAC619A,0
CSE225,Data Structure & Algorithm,3,8,HMI,MW 08:00 AM - 09:30 AM,SAC210,40
CSE225,Data Structure & Algorithm,3,10,MRH1,MW 08:00 AM - 09:30 AM,SAC307,40
CSE225,Data Structure & Algorithm,3,11,AHbb,RA 08:00 AM - 09:30 AM,NAC503,40
CSE225,Data Structure & Algorithm,3,12,AHbb,RA 11:20 AM - 12:50 PM,SAC204,40
CSE225L,Data Structure & Algorithm Lab,1,1,RjP,MW 02:40 PM - 04:10 PM,LIB602,40
CSE225L,Data Structure & Algorithm Lab,1,3,IQN,ST 09:40 AM - 11:10 AM,LIB603,0
CSE225L,Data Structure & Algorithm Lab,1,4,SAK1,RA 01:00 PM - 02:30 PM,LIB604,0
CSE225L,Data Structure & Algorithm Lab,1,5,IQN,ST 08:00 AM - 09:30 AM,LIB611,1
CSE225L,Data Structure & Algorithm Lab,1,6,SAK1,RA 11:20 AM - 12:50 PM,LIB604,40
CSE225L,Data Structure & Algorithm Lab,1,7,SAK1,RA 01:00 PM - 02:30 PM,LIB605,0
CSE225L,Data Structure & Algorithm Lab,1,8,HMI,MW 11:20 AM - 12:50 PM,LIB603,40
CSE225L,Data Structure & Algorithm Lab,1,10,MRH1,MW 11:20 AM - 12:50 PM,LIB611,40
CSE225L,Data Structure & Algorithm Lab,1,11,AHbb,RA 09:40 AM - 11:10 AM,LIB602,40
CSE225L,Data Structure & Algorithm Lab,1,12,AHbb,RA 01:00 PM - 02:30 PM,LIB603,40
CSE231,Digital Logic,3,1,SLE,ST 09:40 AM - 11:10 AM,SAC204,40
CSE231,Digital Logic,3,2,SLE,ST 11:20 AM - 12:50 PM,SAC204,40
CSE231,Digital Logic,3,3,NJL,ST 09:40 AM - 11:10 AM,SAC503,0
CSE231,Digital Logic,3,4,NJL,ST 11:20 AM - 12:50 PM,SAC201,0
CSE231,Digital Logic,3,5,TnF,ST 08:00 AM - 09:30 AM,SAC310,40
CSE231,Digital Logic,3,6,HSM,MW 01:00 PM - 02:30 PM,SAC502,0
CSE231,Digital Logic,3,7,ALHQ,ST 08:00 AM - 09:30 AM,SAC311,40
CSE231,Digital Logic,3,8,ALHQ,ST 11:20 AM - 12:50 PM,SAC311,40
CSE231,Digital Logic,3,9,MUU,RA 08:00 AM - 09:30 AM,SAC801A,40
CSE231,Digital Logic,3,10,KdA1,RA 08:00 AM - 09:30 AM,NAC506,40
CSE231L,Digital Logic Lab,0,1,SLE,S 02:40 PM - 05:50 PM,SAC507,40
CSE231L,Digital Logic Lab,0,2,SLE,T 02:40 PM - 05:50 PM,SAC507,40
CSE231L,Digital Logic Lab,0,3,NJL,R 02:40 PM - 05:50 PM,LIB001,0
CSE231L,Digital Logic Lab,0,4,NJL,A 11:20 AM - 02:30 PM,LIB001,0
CSE231L,Digital Logic Lab,0,5,TnF,R 08:00 AM - 11:10 AM,SAC801,40
CSE231L,Digital Logic Lab,0,6,HSM,A 08:00 AM - 11:10 AM,SAC801,0
CSE231L,Digital Logic Lab,0,7,ALHQ,T 02:40 PM - 05:50 PM,SAC801,40
CSE231L,Digital Logic Lab,0,8,ALHQ,S 02:40 PM - 05:50 PM,SAC801,40
CSE231L,Digital Logic Lab,0,9,MUU,W 11:20 AM - 02:30 PM,SAC801,40
CSE231L,Digital Logic Lab,0,10,KdA1,R 11:20 AM - 02:30 PM,SAC507,40
CSE273,Introduction to Theory of Computation,3,1,ARa2,ST 09:40 AM - 11:10 AM,NAC990,40
CSE273,Introduction to Theory of Computation,3,2,ARa2,ST 11:20 AM - 12:50 PM,NAC991,40
CSE273,Introduction to Theory of Computation,3,3,MKN1,RA 09:40 AM - 11:10 AM,SAC205,40
CSE273,Introduction to Theory of Computation,3,4,MMk1,ST 08:00 AM - 09:30 AM,SAC209,40
CSE299,Junior Design,1,1,NbM,S 01:00 PM - 02:30 PM,SAC503,21
CSE299,Junior Design,1,2,SfR1,S 09:40 AM - 11:10 AM,LIB604,21
CSE299,Junior Design,1,3,SfR1,S 11:20 AM - 12:50 PM,SAC503,21
CSE299,Junior Design,1,4,MSRB,M 09:40 AM - 11:10 AM,LIB609,0
CSE299,Junior Design,1,5,MSRB,W 09:40 AM - 11:10 AM,LIB609,0
CSE299,Junior Design,1,6,MLE,S 01:00 PM - 02:30 PM,LIB607,0
CSE299,Junior Design,1,7,TnF,S 09:40 AM - 11:10 AM,LIB608,21
CSE299,Junior Design,1,8,ITN,S 11:20 AM - 12:50 PM,LIB608,21
CSE299,Junior Design,1,9,RIH,W 11:20 AM - 12:50 PM,LIB608,21
CSE299,Junior Design,1,10,MUO,W 02:40 PM - 04:10 PM,LIB608,0
CSE299,Junior Design,1,11,IAH,S 11:20 AM - 12:50 PM,LIB607,21
CSE299,Junior Design,1,12,IAH,T 11:20 AM - 12:50 PM,LIB607,21
CSE299,Junior Design,1,13,NLH,M 01:00 PM - 02:30 PM,LIB609,21
CSE299,Junior Design,1,14,NLH,W 01:00 PM - 02:30 PM,LIB609,21
CSE299,Junior Design,1,15,NLH,M 02:40 PM - 04:10 PM,LIB608,21
CSE299,Junior Design,1,16,AzK,A 11:20 AM - 12:50 PM,LIB610,21
CSE299,Junior Design,1,17,MAQm,W 01:00 PM - 02:30 PM,LIB608,21
CSE299,Junior Design,1,18,KMM,W 11:20 AM - 12:50 PM,LIB610,21
